Categoría,Unidad regional,Nivel,Nivel académico,Programa académico,Cantidad,Año,Periodo
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2009,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2010,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2010,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2011,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2011,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2012,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2012,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2013,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2013,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2014,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2014,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2015,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2015,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2016,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2016,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2017,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2017,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2018,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2018,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2019,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2019,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2020,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2020,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2021,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,1,2021,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,6,2022,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,12,2022,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,8,2023,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,10,2023,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,1,2007,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2007,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2008,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2008,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2009,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2009,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2010,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2010,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2011,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2011,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2012,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2012,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2013,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2013,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2014,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2014,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2015,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2015,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2016,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2016,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2017,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2017,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2018,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2018,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2019,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2019,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2020,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2020,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2021,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2021,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2022,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2022,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2023,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales, constitución y democracia,0,2023,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,0,2007,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,0,2007,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,0,2008,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,0,2008,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,28,2009,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,15,2009,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,9,2010,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,7,2010,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,8,2011,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,9,2011,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,13,2012,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,29,2012,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,29,2013,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,19,2013,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,18,2014,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,12,2014,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,22,2015,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,23,2015,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,8,2016,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,9,2016,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,22,2017,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,13,2017,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,21,2018,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,19,2018,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,32,2019,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,15,2019,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,19,2020,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,17,2020,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,26,2021,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,12,2021,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,2,2022,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,11,2022,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,3,2023,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,3,2023,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,55,2007,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,64,2007,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,50,2008,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,44,2008,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,50,2009,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,45,2009,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,28,2010,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,30,2010,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,35,2011,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,44,2011,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,30,2012,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,24,2012,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,38,2013,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,32,2013,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,18,2014,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,39,2014,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,23,2015,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,14,2015,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,16,2016,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,20,2016,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,13,2017,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,52,2017,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,64,2018,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,27,2018,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,43,2019,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,39,2019,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,56,2020,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,38,2020,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,44,2021,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,33,2021,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,20,2022,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,53,2022,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,74,2023,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,35,2023,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2007,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2007,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,2,2008,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2008,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,3,2009,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2009,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2010,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2010,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2011,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2011,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2012,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,1,2012,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2013,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2013,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2014,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2014,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2015,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2015,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2016,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2016,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2017,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2017,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2018,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2018,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2019,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2019,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2020,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2020,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2021,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2021,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2022,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2022,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2023,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2023,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2007,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2007,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2008,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2008,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,3,2009,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,1,2009,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2010,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2010,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,3,2011,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,4,2011,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,2,2012,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,1,2012,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,3,2013,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2013,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,1,2014,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,1,2014,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,1,2015,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2015,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2016,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2016,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2017,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2017,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2018,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2018,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2019,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2019,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2020,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2020,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2021,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2021,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2022,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2022,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2023,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en física,0,2023,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,1,2007,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,0,2007,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,0,2008,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,0,2008,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,4,2009,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,4,2009,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,9,2010,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,6,2010,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,13,2011,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,10,2011,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,11,2012,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,7,2012,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,15,2013,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,7,2013,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,11,2014,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,5,2014,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,11,2015,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,11,2015,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,25,2016,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,5,2016,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,4,2017,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,0,2017,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,12,2018,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,17,2018,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,7,2019,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,7,2019,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,2,2020,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,11,2020,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,5,2021,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,8,2021,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,11,2022,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,14,2022,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,14,2023,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,6,2023,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas y física,2,2007,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas y física,0,2007,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas y física,0,2008,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas y física,0,2008,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas y física,1,2009,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas y física,0,2009,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas y física,1,2010,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas y física,0,2010,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas y física,0,2011,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas y física,0,2011,IIPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas y física,0,2012,IPA
Graduados,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas y física,0,2012,IIPA
